comment,final_comment,label
"statement KAPOLRI "" Dalam 100 hari kita akan bergerak dlm skala besar"". lha emang selama ini ente kemana dan ngapain aja ???? Muak dgn jargon2 palsu dan mulut busuk penuh tipu. 1 kata ""COPOT""",statement kapolri dalam hari kita akan bergerak dalam skala besar lah memang selama ini ente kemana dan mengapai saja muak dengan jargon2 palsu dan mulut busuk penuh tipu kata copot,0
"Chanel positif ya isinya orng positif, gw sma lu bg..",chanel positif ya isinya orang positif saya sama kamu kakak,0
"Nanti kalo uang yg berputar di judol melampaui APBN kita  , baru pemerintah serius  itu pun tingkat keseriusannya baru 10 %",nanti kalau uang yang berputar di judi online melampaui apbn kita baru pemerintah serius itu pun tingkat keseriusannya baru,0
negara mana ini bgsat!,negara dimana ini bgsat,0
Sang pelindung fufufafa,sang pelindung fufufa,0
"Spill inisial AL gaes. Btw sebel bgt sama Budi Ari Setiadi, knp dia masih bisa jadi menteri sih?! Nggak bgt.",spill inisial al guys by the way sebel banget dengan budi ari setiadi kenapa dia masih bisa jadi menteri sih tidak banget,0
Saya 40th. Hidup Bapak saya hancur karena judi yang berimbas ke saya selaku salah satu anaknya. Jadi saya sangat benci dengan namanya Judi dalam bentuk apapun!!,saya 40th hidup bapak saya hancur sebab judi yang berimbas ke saya selaku salah satu anaknya jadi saya sangat benci dengan namanya judi dalam bentuk apapun,0
AL = A***** L***** ???,al a l,0
lanjutt bang. Anda orang baik yg perlu terus ada,lanjutt kakak anda orang baik yang perlu terus ada,0
Kominfo: Judi Online Kesenangan Fana. Keluarga Dapat Bencana. Bersikaplah Bijaksana. Agar Hidup Tidak Merana. #STOPJUDIONLINE,kominfo judi online kesenangan fana keluarga dapat bencana bersikaplah bijaksana agar hidup tidak merana,0
Nitip sendal bre... Ninggalin jejak,nitip sendal bre meninggalkan jejak,0
"saya sangat terinspirasi dengan anda, dan ijinkan saya mendukung anda dengan tidak menyentuh pinjol dan judol seumur hidup saya",saya sangat terinspirasi dengan anda dan ijinkan saya mendukung anda dengan tidak menyentuh pinjaman online dan judi online seumur hidup saya,0
hahah budi budi,hahah budi budi,0
"Ada Anggota Dewan yang Baru , Ternyata Influencer Judol
Malah Bilang gak tau itu JudoL
BOHONG KAU PEMBOHONG",ada anggota dewan yang baru ternyata influencer judi online malah bilang tidak tau itu judi online bohong kau pembohong,0
"Bener banget kata Uda Ferry, gak mungkin ada kegiatan se masif ini tanpa ada bypass dari para pembesar. Jelas, kita butuh lebih banyak konten seperti Uda, Koh Raymond, dan setipenya.

Anyway hari ini gue dapet free 1 month gift membership siapapun itu terima kasih orang baik",benar sekali kata sudah ferry tidak mungkin ada kegiatan se masif ini tanpa ada bypass dari para pembesar jelas kita butuh lebih banyak konten seperti sudah koh raymond dan setipenya anyway hari ini saya dapat free month gift membership siapapun itu terima kasih orang baik,0
"Katak bhizer 
Bocah yang lahir dari jualan teori gosokan alias gosok gosok OMON OMON seolah heroik 😂

Anak ingusan ,yang jadi idolan anak Sacetan akibat kurang didikan orang tua..
Gak punya nyaLi nyelesain Maslah sendirian ,cuman berani keroyokan 😂",katak bhizer bocah yang lahir dari jualan teori gosokan alias gosok gosok omon omon seolah heroik anak ingusan yang jadi idolan anak sacetan akibat kurang didikan orang tua tidak punya nyali menyelesaikan masalah sendirian cuma berani keroyokan,0
Panjang umur kebaikan,panjang umur kebaikan,0
2:01,,0
"Kalian familiar dengan kata2 ""Panas2 T*i Ayam""??",kalian familiar dengan kata-kata panas2 t i ayam,0
Saya akan menjadikan prinsip keluarga untuk tidak menyentuh judi online.,saya akan menjadikan prinsip keluarga untuk tidak menyentuh judi online,0
"Pernah tracking situs judol, mereka pasang di ISP Best Target, agen judi legal😂😂",pernah tracking situs judi online mereka pasang di isp best target agen judi legal,0
"Appraised Bang, Lanjutkan .... Semoga Pak Prabowo dan jajarannya bene2 yang di harapkan kebanyakan rakyat indonesia. Brantas Judi online sampai ke akar2nya.",appraised kakak lanjutkan semoga pak prabowo dan jajarannya bene2 yang di harapkan kebanyakan rakyat indonesia brantas judi online sampai ke akar2nya,0
"Katak bizer cuma jongos,
Yang harusnya di berantas tuh orang2 yg membekingi para bandar",katak bizer cuma jongos yang harusnya di berantas tuh orang-orang yang membekingi para bandar,0
Salut gua bang insyaAlloh ini menjadi jihad mu bang.,salut saya kakak insyaalloh ini menjadi jihad mu kakak,0
Bang apa bener Mulyono sengaja ngumpulin kasus2 yg ada biar gampang berantasnya di periode ini?,kakak apa benar mulyono sengaja ngumpulin kasus2 yang ada agar mudah berantasnya di periode ini,0
"Yang mau tau sepak terjang dan detil nya Judol, nonton film “No More Beat” 
Dari film itu aja dugaan gw dan pemahaman gw, judol disini memang dilindungi oleh orang yg punya power disini,
Dan pasti nilai yg ditawarkan nya angka nya triliunan.",yang mau tau sepak terjang dan detil nya judi online menonton film no more beat dari film itu saja dugaan saya dan pemahaman saya judi online disini memang dilindungi oleh orang yang punya power disini dan pasti nilai yang ditawarkan nya angka nya triliunan,0
"Semangat bang, hadir,  mendukung dan mendoakan selalu.",semangat kakak hadir mendukung dan mendoakan selalu,0
Judi Offline (Judof) aja bisa diatur..Apalagi Judol...lah lah lah.... Basmi sampe ke akar2 halus nya bg.....,judi offline judof saja bisa diatur apalagi judi online lah lah lah basmi sampai ke akar2 halus nya kakak,0
"Asli gua juga kesel sama judol,, teralami sama gua sendiri.. gua punya tm sesama karyawan dia dulunya dari uang gaji bisa beli mtr bahkan gonta ganti mtr second skrng dia kenal judol boro² mtr hp pun kentang kouta aja ga punya hampir tiap hari minta hospot mulu ke guaa..,, dan bukannya berhenti malah trs aja main pernah 1hari menang 3jtan dan itu ga bertahan seminggu , setelah itu minta² hostpot lg ke gua.. kesel bgt ajg.. ngmngin orng kek gini gmna caranyaa ?",asli saya juga kesel dengan judi online teralami dengan saya sendiri saya punya tm sesama karyawan dia dulunya dari uang gaji bisa beli mtr bahkan gonta ganti mtr second sekarang dia kenal judi online boro-boro mtr hp pun kentang kouta saja tidak punya hampir tiap hari meminta hospot mulu ke gua dan bukannya berhenti malah terus saja main pernah 1hari menang 3jtan dan itu tidak bertahan seminggu setelah itu minta2 hostpot lagi ke saya kesel banget anjing mengomongkan orang kayak seperti ini bagaimana caranyaa,0
"Hehehe, tujuan utama mereka bukan duit tapi ""UU Legalisasi Judi"".",hehehe tujuan utama mereka bukan duit tetapi uu legalisasi judi,0
Siapapun yg bisa memberantas judi online saya anggap itu sebagai pahlawan dalam hidup saya,siapapun yang bisa memberantas judi online saya anggap itu sebagai pahlawan dalam hidup saya,0
"Siapakah AL????
Kita tunggu di episode selanjutnya",siapakah al kita tunggu di episode selanjutnya,0
"Bang. 

Terima Kasih Banyak",kakak terima kasih banyak,0
Nama elu harum bung Ferry. Ini bakal saya ceritain ke teman n kolega,nama kamu harum bung ferry ini akan saya ceritain ke teman dan kolega,0
AL siapa sih?,al siapa sih,0
"mengerikan akibat judol , negara bisa hancur apalagi ada penghianat dalam pemerintah yang melindungi judol ... uang memang bisa berbuat apa saja termasuk menghianati negeri sendiri",mengerikan akibat judi online negara bisa hancur apalagi ada penghianat dalam pemerintah yang melindungi judi online uang memang bisa berbuat apa saja termasuk menghianati negeri sendiri,0
Projo biasanya susah di apa2in bang 😂,projo biasanya susah di apa2in kakak,0
"Berani benar abang ini...maju terus bang, InsyaAllah semua warga Indonesia yg msh waras mendukungmu...",berani benar abang ini maju terus kakak insyaallah semua warga indonesia yang masih waras mendukungmu,0
Gw dukunglu 100000% bang,saya dukunglu kakak,0
"Gw nungguin video ini sejak komdigi ngebuka smua ini, gw doain ideologi dan pemikiran lu tidak akan mati untuk selamanya bang, salut",saya menunggu video ini sejak komdigi ngebuka semua ini saya doain ideologi dan pemikiran kamu tidak akan mati untuk selamanya kakak salut,0
"Judi online, pinjaman online, benar-benar meresahkan masyarakat, banyak korban gara-gara aplikasi tersebut",judi online pinjaman online benar benar meresahkan masyarakat banyak korban gara gara aplikasi tersebut,0
PROJO : pro judi online?,projo pro judi online,0
Semangat bang,semangat kakak,0
❤❤,,0
"Dulu pernah juga tergoda sama judol, tapi saya orangnya pesimis duluan, mana ada bisa dapat duit gampang tanpa usaha keras, makanya terhindar dari bisnis MLM, Kripto, bahkan Saham sekalipun, walaupun saham ni bisa cuan tapi kan resikonya gede. Gunakan prinsip kalau mau kaya jadilah bandarnya, sama seperti MLM mau kaya jadilah leadernya, bisnis saham jadilah brokernya",dulu pernah juga tergoda dengan judi online tetapi saya orangnya pesimis duluan dimana ada bisa dapat duit mudah tanpa usaha keras makanya terhindar dari bisnis malam kripto bahkan saham sekalipun walaupun saham ini bisa cuan tetapi kan resikonya gede gunakan prinsip kalau mau kayak jadilah bandarnya dengan seperti malam mau kayak jadilah leadernya bisnis saham jadilah brokernya,0
❤,,0
Mantap sekali bang fery,mantap sekali kakak fery,0
"Mana bisa judol diberantas, dewannya aja pada asik ikutan main. Kalau aparat mah dah lah, apa sih kejahatan yg gak ada aparatnya.",dimana bisa judi online diberantas dewannya saja pada asik ikutan main kalau aparat mah sudah lah apa sih kejahatan yang tidak ada aparatnya,0
Akun2 di IG banyak yg promosi judol,akun2 di ig banyak yang promosi judi online,0
"Terima kasih. aku akan ikut berjuang. aku tau gimana perasaan mu bang, aku janji apapun aku usahakan untuk ikut perjuangan memberantas judol.",terima kasih aku akan ikut berjuang aku tau bagaimana perasaan mu kakak aku janji apapun aku usahakan untuk ikut perjuangan memberantas judi online,0
Dayabeli masyarakat Indonesia sekarang parah bro,dayabeli masyarakat indonesia sekarang parah saudara,0
0:45 I'm listening.,i sama listening,0
Siapa inisiala AL,siapa inisiala al,0
gas terus komandann!!!,ayo terus komandann,0
Allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar,allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar,0
"Judol tidak hny merusak 1 org ttpi 1 keluarga ,cthnya aq",judi online tidak hanya merusak orang ttpi keluarga cthnya aku,0
Berkat konten abang gw mulai gak cuek sama keadaan indonesia.. Makasih bang,berkat konten abang saya mulai tidak cuek dengan keadaan indonesia terima kasih kakak,0
"Kalau santet itu benar-benar ada, gak usah mereka nyantet loe bang, suruh mereka santet bandar judi online aja bang😂,.santet sampai mati gak pp sih, soalnya sdh bnyak org mati gara2 judi online",kalau santet itu benar benar ada tidak usah mereka nyantet kamu kakak suruh mereka santet bandar judi online saja kakak santet sampai mati tidak pp sih soalnya sudah banyak orang mati gara-gara judi online,0
Miskinkan budi arie,miskinkan budi arie,0
"Jangan berikan ruang untuk orang"" yg ingin menghancurkan Negara, bantai orang"" yg merusak generasi bangsa",jangan berikan ruang untuk orang yang ingin menghancurkan negara bantai orang yang merusak generasi bangsa,0
Satu kata: Bner2 bajingan tuh becking judol. Tp kalo udah kekenyangan kl makan barang ngak bener pasti dimuntahin...,satu kata benar-benar bajingan tuh becking judi online tapi kalau sudah kekenyangan kalau makan barang enggak benar pasti dimuntahin,0
"Sadbor cepet bner ya,😅 yg streamer masih hidup tenang 
Haha",sadbor cepat benar ya yang streamer masih hidup tenang ha,0
Budi Arie jelas jelas terlibat jangan berkelit projo pro judi online,budi arie jelas jelas terlibat jangan berkelit projo pro judi online,0
Kejarr teruus.....!!,kejarr teruus,0
"Iklan yang masuk ke video YouTube itu atas izin pemilik channel kah mas ? Atau acak. Akhir-akhir ini nonton video apapun,.bahkan yg penonton masih ratusan, awal buka SELALU langsung iklan slot. termasuk film kartun favorit saya.
Nah baru video mas ini yang gak ada iklan slot, cuma di akhir video. Masuk tuh iklan dan bisa di skip. Terimakasih atas jawabannya 🙏",iklan yang masuk ke video youtube itu atas izin pemilik channel kah mas atau acak akhir akhir ini menonton video apapun bahkan yang penonton masih ratusan awal buka selalu langsung iklan permainan judi termasuk film kartun favorit saya nah baru video mas ini yang tidak ada iklan permainan judi cuma di akhir video masuk tuh iklan dan bisa di skip terimakasih atas jawabannya,0
semangat bang ferry Kebaikan akan terus menang semangat semangat,semangat kakak ferry kebaikan akan terus menang semangat semangat,0
Pro Judi online disingkat PROJO ALIAS M3NTRI PONGAK PENJILAT ISTANA KONOHA,pro judi online disingkat projo alias m3ntri pongak penjilat istana konoha,0
"Yang merusak malah dikasih penghargaan bintang mahaputera pratama😂

Bapake diakritik buzzer gk terima😂",yang merusak malah dikasih penghargaan bintang mahaputera pratama bapake diakritik buzzer tidak terima,0
judi green .... 🤞😅,judi green,0
"Menurut gw yah.
Selama masyarakat kita ketagihan ama judol .gak guna di berantas sana sini...
yg bikin judol merajarela itu bukan bandarnya .
tapi pemain(masyarakat kita sendiri)

percuma blokir sana sini .
tangkap bandar ini itu.
masyarakat tetap nyari sendiri ..

yg di atas busuk yg di bawah juga busuk...

kalo mau berantas judol itu.
dari bawah dulu.
incar semua pemain ...
berikan hukuman berat ...

bukan bandarnya lebih dulu.
bandar ada karna ada pemain..
kan percuma tangkap bandar tapi pemainnya tetap ada..


tinggal pindah bandar selesai.
lanjut main lagi..
semua bandar online ketangkap .?
yah tinggal pindah main judof(jvdi offline)
karna apa .
masyarakat kita sendirilah yg mencari jvdi .

nah jika pemain di berantas habis.
para bandar ini akan berenti sendiri..
mereka mau bandarin apa?",menurut saya ya selama masyarakat kita ketagihan sama judi online tidak guna di berantas sana sini yang membuat judi online merajarela itu bukan bandarnya tetapi pemain masyarakat kita sendiri percuma blokir sana sini tangkap bandar ini itu masyarakat tetap mencari sendiri yang di atas busuk yang di bawah juga busuk kalau mau berantas judi online itu dari bawah dulu incar semua pemain berikan hukuman berat bukan bandarnya lebih dulu bandar ada karena ada pemain kan percuma tangkap bandar tetapi pemainnya tetap ada tinggal pindah bandar selesai lanjut main lagi semua bandar online ketangkap ya tinggal pindah main judof jvdi offline karena apa masyarakat kita sendirilah yang mencari jvdi nah jika pemain di berantas habis para bandar ini akan berenti sendiri mereka mau bandarin apa,0
AL = Agus Lambai,al agus lambai,0
"Kemaren saya Memili Ganjar-Mahfud karena Visi Misi nya yg Jelas dan tidak jdi PION pak Mulyono. karena 2 periode saya coblos Pak Mulyono tp indonesia makin terpuruk, Rakyatnya makin Miskin, Petani Semakin Tercekik, dan Koruptor yg Meraja rela. tpi stlh Tau Kinerja pak Wowo, saya jdi Legowo meski tdk Memilih Pak Wowo tpi saya menaruh Harapan agara Bisa Tegas Sprti ini seterusnya. 

   kalau ada pilihan lagi 2 periode mungkin saya nanti akan Memilih pak wowo🙏",kemarin saya memili ganjar mahfud sebab visi misi nya yang jelas dan tidak jadi pion pak mulyono sebab periode saya coblos pak mulyono tapi indonesia makin terpuruk rakyatnya makin miskin petani semakin tercekik dan koruptor yang meraja rela tapi setelah tau kinerja pak wowo saya jadi legowo meski tidak memilih pak wowo tapi saya menaruh harapan agara bisa tegas seperti ini seterusnya kalau ada pilihan lagi periode mungkin saya nanti akan memilih pak wo,0
"Salut juga sama aparat terutama kejaksaan yg turun tangan eksekusi orang2 itu... krn sejauh ini, langkah pemberantasan seringkali tersandung dan terhenti dititik itu",salut juga dengan aparat terutama kejaksaan yang turun tangan eksekusi orang-orang itu karena sejauh ini langkah pemberantasan seringkali tersandung dan terhenti dititik itu,0
bobrok egk sih nih negara udahan,bobrok egk sih nih negara udahan,0
rusak sudah negara ini. ada disemua birokrasi pemerintahan. dimana salahnya?,rusak sudah negara ini ada disemua birokrasi pemerintahan dimana salahnya,0
"Bang, Malaka project undang mba Nana dong",kakak malaka project undang mbak nana dong,0
Spill dong siapa AL ?,spill dong siapa al,0
Sejujurnya negeri ini masih banyak dirusuhi oleh berbagai kejahatan yang membuat perekonomian dan rakyat berkanjang dalam keterpurukan...,sejujurnya negeri ini masih banyak dirusuhi oleh berbagai kejahatan yang membuat perekonomian dan rakyat berkanjang dalam keterpurukan,0
DANA wkwkk,dana haha,0
"Terus berjuang..bung Ferry
Sampean adalah seorang MUJAHID...
Sekiranya sampean sampai mati dalam berjuang melawan judol...gue yakin kalo sampean MATI SYAHID..

Semoga Gusti Allah senantiasa melindungi sampean..

Pls do keep the GOOD work..!!!",terus berjuang bung ferry sampean adalah seorang mujahid sekiranya sampean sampai mati dalam berjuang melawan judi online saya yakin kalau sampean mati syahid semoga gusti allah senantiasa melindungi sampean pls di keep the good work,0
"Dari dulu, ketika ada pemblokiran situs2 porno dan judol gw sih langsung mikir ""wah, ini mah celah cuan oknum. Kasih pelicin 1M aja deh per thn, supaya situs nya aman. Masih sangat ok untuk mereka"".
Dan goks, terjadilah. Ini 😅",dari dulu ketika ada pemblokiran situs2 porno dan judi online saya sih langsung mikir wah ini mah celah cuan oknum kasih pelicin 1m saja deh per tahun agar situs nya aman masih sangat ok untuk mereka dan hebat terjadilah ini,0
"Server judol yang katanya diluar negeri, paling juga dimiliki oleh orang Indonesia sendiri 😅",server judi online yang katanya diluar negeri paling juga dimiliki oleh orang indonesia sendiri,0
"Gw sebagai rakyat indonesia, menaruh harapan besar kepada pak prabowo sebagai presiden republik indonesia untuk bisa tegas memberantas judol dan korupsi di negara ini. Karena saya yakin 1000% ada pejabat2 yang jadi bekingan mereka / dengan kata lain melindungi bisnis haram tersebut serta korupsi jamaah yang dilakukan di segala sektor baik di pemerintahan dan Penegakan hukum. BERANTAS SEMUA DAN HUKUM SEBERAT BERAT NYA PELAKU2 TERSEBUT!!!",saya sebagai rakyat indonesia menaruh harapan besar kepada pak prabowo sebagai presiden republik indonesia untuk bisa tegas memberantas judi online dan korupsi di negara ini sebab saya yakin ada pejabat2 yang jadi bekingan mereka dengan kata lain melindungi bisnis haram tersebut serta korupsi jamaah yang dilakukan di segala sektor baik di pemerintahan dan penegakan hukum berantas semua dan hukum seberat berat nya pelaku2 tersebut,0
Miris jika sekelas menteri jadi beking judol,miris jika sekelas menteri jadi beking judi online,0
Itu mentrinya juga harus di selidiki dia terlibat apa gak kok gak tau anak buahnya jadi terlibat kan aneh,itu mentrinya juga harus di selidiki dia terlibat apa tidak mengapa tidak tau anak buahnya jadi terlibat kan aneh,0
"Pas gw klik video ini iklan yg keluar iklan Slot, youtube aja dikerjain Fer 😁😁😁",pas saya klik video ini iklan yang keluar iklan permainan judi youtube saja dikerjain fer,0
"Tidak masuk akal klo jokowi tdk tau judi online ini, kemungkinan jg dananya mengalir ke pro jokowi",tidak masuk akal kalau jokowi tidak tau judi online ini kemungkinan juga dananya mengalir ke pro jokowi,0
Mafia kominfo.....,mafia kominfo,0
ungkap bang,ungkap kakak,0
❤,,0
tangkap itu denny cagur jadikan contoh kalau publik figur yg besar pun menjadi bintang iklan judi bisa dipenjara bukan cuman yg kecil2,tangkap itu denny cagur jadikan contoh kalau publik figur yang besar pun menjadi bintang iklan judi bisa dipenjara bukan cuma yang kecil2,0
"Kudu digali sampe ke Menkominfo sebelum Budi Arie tuhhh... 
Budi arie emang kudu diperiksa juga... tp jangan stop sampe sana... krn Budi Arie cm 10bulan jd Kominfo

Trus Menteri baru langsung bisa nyapu2... ga mgk kalo segitunya dia bs nyapu... pasti dia punya keberanian luar biasa buat nyapu tapi kita kudu hargai juga orang2 yg menepikan kotoran2 itu shg siap disapu...
Nah apakah Budi Arie termasuk yg menepikan kotoran2 itu... atau gimana?

Emang judi merusak keluarga... bapak q juga sering ikut judi terutama kl dia pny uang... makanya aq lbh bahagia kl dia ga pny uang banyak... kayanya kami lbh bahagia...",harus digali sampai ke menkominfo sebelum budi arie tuh budi arie memang harus diperiksa juga tapi jangan stop sampai sana karena budi arie cuma 10bulan jadi kominfo terus menteri baru langsung bisa nyapu2 tidak mungkin kalau sebegitunya dia bisa nyapu pasti dia punya keberanian luar biasa buat nyapu tetapi kita harus hargai juga orang-orang yang menepikan kotoran2 itu shg siap disapu nah apakah budi arie termasuk yang menepikan kotoran2 itu atau bagaimana memang judi merusak keluarga bapak aku juga sering ikut judi terutama kalau dia punya uang makanya aku lebih bahagia kalau dia tidak punya uang banyak kayanya kami lebih bahagia,0
"Orang bodoh saja bisa menebak, kenapa judol nga bisa di atasi yah jelas pasti ada orang dlm yg lindungi😂😂 simpel",orang bodoh saja bisa menebak kenapa judi online enggak bisa di atasi ya jelas pasti ada orang dalam yang lindungi simpel,0
hajar terus bang . efek judi online sangat merusak . orang jadi banyak utang rusak persaudaraan juga,hajar terus kakak efek judi online sangat merusak orang jadi banyak utang rusak persaudaraan juga,0
"Youtuber yg paling beanfaat,dan mencerdaskan bangsa. Selain Om rocky Elu juga sangat berpengaruh Bg Fer.! Gw yakin yg sucrib Bg Ferry pun orgnya pintar2",youtuber yang paling beanfaat dan mencerdaskan bangsa selain om rocky kamu juga sangat berpengaruh kakak fer saya yakin yang sucrib kakak ferry pun orgnya pintar2,0
"Penjahxt ini, tangkap",penjahxt ini tangkap,0
"Maaf Mas Ferry, out of topic. Are you ok?, your neck. Sekali lagi minta maaf karena sudah koment diluar topic",maaf mas ferry out of topic are you ok your neck sekali lagi meminta maaf sebab sudah komentar diluar topic,0
"Bang, katak gimana kabarnya?",kakak katak bagaimana kabarnya,0
Good Job kang,good job kang,0
"Mengesankan ,bisa tahu lebih sas sus kedoyanannya menkominfo",mengesankan bisa tahu lebih sas sus kedoyanannya menkominfo,0
keren bang...tetap berjuang..,keren kakak tetap berjuang,0
"Yg hancurin indonesia itu korupsi, narkoba, judi online termasuk pinjaman online, saya kemarin bukan pendukung pak prabowo, tapi klo beliau serius untuk berantas semua itu 10 periode pun saya dukung",yang menghancurkan indonesia itu korupsi narkoba judi online termasuk pinjaman online saya kemarin bukan pendukung pak prabowo tetapi kalau beliau serius untuk berantas semua itu periode pun saya dukung,0
Tumben Mandi Bang,tumben mandi kakak,0
"Lagi mengurus ini bang, dan mengurus sana, sudah dilakukan itu dan ini bang.😂",lagi mengurus ini kakak dan mengurus sana sudah dilakukan itu dan ini kakak,0
HANYA MAMPU BERDOA SEMOGA TUHAN YANG MAHA ESA SENANTIASA MELINDUNGI ANDA DAN ORANG2 YANG BERJUANG DI JALAN KEBENARAN DAN MELAWAN KEDZOLIMAN AAMIIN,hanya mampu berdoa semoga tuhan yang maha esa senantiasa melindungi anda dan orang-orang yang berjuang di jalan kebenaran dan melawan kedzoliman amin,0
indonesia bth jigsaw.khusus bt pejabat korup,indonesia bth jigsaw khusus buat pejabat korupsi,0
mantap bang.. keren 💥,mantap kakak keren,0
Siapa AL?,siapa al,0
TAN MALAKA abad 21 ... Call his name... ferry irwandi.,tan malaka abad call his name ferry irwandi,0
Ericolim laporin,ericolim laporin,0
"Temenku Bang, dia rehat kuliah 2 tahun buat jadi agen bandar judi online. Dan tahu akibatnya? Dia lambat dan molor kuliahnya ...",temenku kakak dia rehat kuliah tahun buat jadi agen bandar judi online dan tahu akibatnya dia lambat dan molor kuliahnya,0
"Bang ferry gwe bersama dirinya mu bang,",kakak ferry saya bersama dirinya mu kakak,0
"Disamping kerugian Negara, dapat juga menjatuhkan nilai Ekonomi Nrgara, judi ondol sangat berbahaya bagi Negara dan juga rakyat.......",disamping kerugian negara dapat juga menjatuhkan nilai ekonomi nrgara judi ondol sangat berbahaya bagi negara dan juga rakyat,0
"Judi gk akan bisa dihilangkan tapi, judi bisa dikontrol.",judi tidak akan bisa dihilangkan tetapi judi bisa dikontrol,0
"Gak cuma penyedia layanan tapi penggunanya juga harus di tindak, percuma juga blokir sana sini kalau yang butuh banyak pasti muncul lagi muncul lagi, yok bikin hukuman buat penjudol blacklist aja di OJK atau kurungan 3 tahun jika merugikan keluarga.",tidak cuma penyedia layanan tetapi penggunanya juga harus di tindak percuma juga blokir sana sini kalau yang butuh banyak pasti muncul lagi muncul lagi yuk membuat hukuman buat penjudol blacklist saja di ojk atau kurungan tahun jika merugikan keluarga,0
Mantaaap kami dukung pengungkapan judi online,mantap kami dukung pengungkapan judi online,0
Dia masih menjadi salah satu menteri pak Prabowo jika emg iya mundur dan hakimi,dia masih menjadi salah satu menteri pak prabowo jika memang iya mundur dan hakimi,0
"Kemaren budi arie ngapain aja,",kemarin budi arie mengapai saja,0
"saran gw, pake genset",saran saya pakai genset,0
May I assist you in any way?,mau i assist you ini any way,0
"selain narkoba, Judol adalah Barang dagang paling sukses merusak negri ini",selain narkoba judi online adalah barang dagang paling sukses merusak negeri ini,0
Periksa Budi Arie!!!!!!!!!!!!!,periksa budi arie,0
Projo perkumpulan judi online 🤔🤣🤣,projo perkumpulan judi online,0
"saya pernah lapor situs judi online sekitar 4 bulan lalu di aduan.kominfo klo g salah. sampai sekarang blom ditindak. status laporan saya: prioritas rendah 
ingat.. laporan judol itu cuma prioritas rendah bagi mereka",saya pernah lapor situs judi online sekitar bulan lalu di aduan kominfo kalau tidak salah sampai sekarang belum ditindak status laporan saya prioritas rendah ingat laporan judi online itu cuma prioritas rendah bagi mereka,0
"Ini baru statement tegas, perang terbuka 👍👍👍",ini baru statement tegas perang terbuka,0
Pecat Budi arie,pecat budi arie,0
"Sekarang jutaan pasang mata melek semua, keresahan terasa semua... Maka jika ada yang mempermasalahkan orang orang pembokar pembuat penyakit kanker bangsa ini... Kalian akan hancur sehancurnya sampai ke akar-akarnya siapapun yg melindungi nya..hukum masyarakat sangat sangat pedih dan tidak akan terbendung...",sekarang jutaan pasang mata melek semua keresahan terasa semua maka jika ada yang mempermasalahkan orang orang pembokar pembuat penyakit kanker bangsa ini kalian akan hancur sehancurnya sampai ke akar akarnya siapapun yang melindungi nya hukum masyarakat sangat sangat pedih dan tidak akan terbendung,0
